hora_do_dia,dia_semana,tipo_endereco,taxa_historica_cep,peso_kg,volume_l,chuva_mm,temperatura_c,tentativas_anteriores,motorista_experiente,probabilidade_verdadeira,rotulo_invertido,falhou
12,SUNDAY,RESIDENCIAL,0.0500,2.90,55.82,0.0,20.0,0,1,0.042934,0,0
15,MONDAY,RESIDENCIAL,0.1100,1.73,20.98,0.0,16.3,0,1,0.047118,0,0
21,WEDNESDAY,RESIDENCIAL,0.1500,1.57,33.23,0.0,26.6,0,1,0.119641,0,0
17,THURSDAY,RESIDENCIAL,0.0600,12.23,170.90,0.0,21.6,0,1,0.096333,0,0
16,FRIDAY,RESIDENCIAL,0.1500,1.67,32.14,0.0,18.3,0,1,0.059318,0,0
6,MONDAY,COMERCIAL,0.0900,10.73,106.20,0.0,26.0,0,1,0.093050,0,0
8,WEDNESDAY,RESIDENCIAL,0.2500,5.47,51.22,0.0,26.3,2,0,0.614823,0,1
12,MONDAY,RESIDENCIAL,0.0600,1.42,32.65,0.0,23.3,0,0,0.077422,0,0
15,TUESDAY,CONDOMINIO,0.2800,4.79,92.93,0.0,19.5,1,1,0.413739,0,0
15,THURSDAY,RESIDENCIAL,0.0500,1.85,18.52,0.0,12.2,0,0,0.058103,0,0
8,SUNDAY,CONDOMINIO,0.3100,3.32,33.54,0.0,19.7,1,0,0.425841,0,0
15,TUESDAY,RESIDENCIAL,0.1200,3.09,24.15,3.5,13.1,0,1,0.055901,0,0
8,THURSDAY,RESIDENCIAL,0.2800,0.65,5.04,0.0,28.4,0,1,0.081242,0,1
23,FRIDAY,RESIDENCIAL,0.3100,1.14,29.66,0.0,23.0,0,1,0.154092,0,0
8,WEDNESDAY,CONDOMINIO,0.1200,1.71,33.23,7.1,22.9,0,1,0.093908,0,0
20,THURSDAY,RESIDENCIAL,0.0900,4.77,34.95,0.0,23.8,0,0,0.160441,0,0
9,THURSDAY,COMERCIAL,0.1100,2.16,45.37,0.0,21.3,0,1,0.060170,0,0
10,FRIDAY,RESIDENCIAL,0.0800,2.24,44.48,0.0,26.4,0,1,0.044443,0,0
16,MONDAY,CONDOMINIO,0.0800,3.21,19.62,0.0,19.2,0,1,0.069962,0,0
16,WEDNESDAY,RESIDENCIAL,0.1500,1.51,37.28,0.0,18.6,0,1,0.060590,0,0
15,THURSDAY,CONDOMINIO,0.1500,3.55,61.93,0.0,14.2,0,1,0.097130,0,0
21,FRIDAY,RESIDENCIAL,0.1200,4.98,74.97,2.3,23.4,1,1,0.326486,0,0
14,THURSDAY,RURAL,0.2800,3.35,41.68,3.7,17.3,3,0,0.926421,0,1
11,SUNDAY,RESIDENCIAL,0.1900,1.46,38.69,0.0,22.6,1,1,0.148459,0,0
13,THURSDAY,RESIDENCIAL,0.0900,5.47,22.53,0.0,17.6,1,0,0.212298,0,1
20,FRIDAY,CONDOMINIO,0.1500,1.12,21.49,3.9,21.1,0,0,0.271201,0,0
10,SATURDAY,RESIDENCIAL,0.2200,0.73,21.73,0.0,17.2,0,1,0.051133,0,0
11,TUESDAY,RESIDENCIAL,0.0500,2.41,69.44,0.0,25.3,0,1,0.042861,0,0
10,FRIDAY,RESIDENCIAL,0.0800,5.08,58.44,0.0,20.4,2,1,0.297080,0,1
16,TUESDAY,RESIDENCIAL,0.2800,2.31,28.73,0.0,17.6,1,1,0.239517,0,0
15,SATURDAY,COMERCIAL,0.0600,1.01,36.45,1.3,16.1,0,0,0.257606,0,0
12,THURSDAY,RESIDENCIAL,0.2200,1.65,34.82,0.0,22.9,0,0,0.138063,0,0
16,TUESDAY,RESIDENCIAL,0.0800,2.81,36.74,0.1,16.0,0,1,0.045726,0,0
15,SATURDAY,RURAL,0.2200,25.86,122.20,2.3,14.9,0,1,0.292515,0,0
19,MONDAY,CONDOMINIO,0.1200,4.54,65.83,8.1,16.9,1,0,0.588876,0,1
13,SUNDAY,CONDOMINIO,0.1100,6.24,95.78,3.3,19.7,0,0,0.185672,0,1
11,SATURDAY,RESIDENCIAL,0.1500,0.81,53.09,5.8,19.8,3,1,0.631722,0,0
14,FRIDAY,RESIDENCIAL,0.2200,11.19,46.15,0.0,12.0,0,1,0.089835,0,0
21,SUNDAY,RESIDENCIAL,0.1100,1.82,28.83,19.2,25.4,0,0,0.293762,0,0
9,SUNDAY,RESIDENCIAL,0.3100,10.21,91.38,0.0,25.6,1,1,0.314917,0,1
14,WEDNESDAY,CONDOMINIO,0.1100,1.50,9.14,1.5,21.4,0,0,0.131194,0,0
17,FRIDAY,COMERCIAL,0.1200,6.04,67.87,0.0,14.4,0,1,0.082450,0,0
11,THURSDAY,RESIDENCIAL,0.0500,3.16,32.28,0.0,21.5,0,1,0.035166,0,0
4,SATURDAY,COMERCIAL,0.0800,10.89,79.52,6.4,27.6,0,1,0.425638,0,1
6,THURSDAY,RESIDENCIAL,0.1200,6.55,134.04,2.4,27.1,0,1,0.089473,0,0
11,SATURDAY,RESIDENCIAL,0.1900,1.90,10.92,13.2,20.3,0,1,0.083263,0,0
2,MONDAY,CONDOMINIO,0.1100,9.68,55.66,0.0,33.5,0,1,0.178674,0,0
12,THURSDAY,RESIDENCIAL,0.0800,12.84,134.07,0.0,21.9,0,1,0.092396,0,0
12,SATURDAY,RESIDENCIAL,0.0600,9.63,106.86,0.0,18.0,0,1,0.061122,0,0
12,FRIDAY,RESIDENCIAL,0.0600,3.60,46.92,0.6,15.9,0,1,0.045768,0,0
21,WEDNESDAY,COMERCIAL,0.2500,1.33,50.79,0.0,25.3,0,1,0.221389,0,0
7,TUESDAY,COMERCIAL,0.0500,7.60,47.68,5.6,25.9,0,1,0.075909,0,1
11,TUESDAY,RESIDENCIAL,0.3100,6.40,39.48,0.0,22.1,0,0,0.167970,0,1
6,SATURDAY,RESIDENCIAL,0.2800,0.59,27.71,13.5,28.5,0,1,0.138607,0,0
7,TUESDAY,RESIDENCIAL,0.0900,2.69,70.66,0.0,26.6,0,0,0.086423,0,0
12,THURSDAY,RESIDENCIAL,0.1200,2.62,68.47,0.0,19.0,0,1,0.062937,0,0
9,MONDAY,CONDOMINIO,0.0800,2.65,12.31,2.8,25.0,0,1,0.066701,0,0
10,THURSDAY,CONDOMINIO,0.2200,1.21,16.34,0.0,18.6,0,1,0.086876,0,0
16,SUNDAY,COMERCIAL,0.3100,1.66,26.14,0.0,15.3,0,0,0.460597,0,0
8,THURSDAY,CONDOMINIO,0.3100,2.70,18.91,0.0,25.9,0,1,0.141990,0,0
21,TUESDAY,RURAL,0.2500,2.34,49.23,0.0,19.7,0,1,0.278768,0,0
10,THURSDAY,CONDOMINIO,0.0800,1.21,37.65,0.0,21.3,0,0,0.097691,0,1
18,SUNDAY,RESIDENCIAL,0.1500,2.77,50.23,0.0,21.1,0,0,0.173958,0,0
13,FRIDAY,RESIDENCIAL,0.1900,6.79,87.15,0.0,21.0,1,0,0.365482,0,0
8,SATURDAY,COMERCIAL,0.1100,3.91,68.80,15.2,25.7,0,0,0.477752,0,1
8,FRIDAY,CONDOMINIO,0.0600,1.64,43.46,0.0,23.8,0,0,0.098043,0,0
12,SUNDAY,RESIDENCIAL,0.0500,4.34,43.75,0.0,18.3,2,1,0.278784,0,0
13,MONDAY,RESIDENCIAL,0.0800,5.83,40.97,0.0,21.0,0,1,0.054662,0,0
8,SUNDAY,COMERCIAL,0.2500,8.03,160.23,0.0,28.1,0,0,0.575339,0,1
14,SUNDAY,RESIDENCIAL,0.2800,3.25,52.23,3.7,16.0,0,1,0.108774,0,0
18,SUNDAY,RESIDENCIAL,0.0600,4.95,46.79,0.0,20.5,0,1,0.080240,0,0
20,WEDNESDAY,COMERCIAL,0.2200,1.88,25.50,3.5,21.4,1,0,0.565742,0,0
6,THURSDAY,COMERCIAL,0.0600,1.49,17.75,0.0,26.7,1,0,0.211193,0,0
2,WEDNESDAY,CONDOMINIO,0.2800,2.49,52.19,0.0,28.7,1,0,0.625980,0,1
5,FRIDAY,CONDOMINIO,0.1500,3.75,32.68,25.0,30.0,1,1,0.634013,0,1
16,THURSDAY,RESIDENCIAL,0.0600,1.84,85.17,0.0,19.8,0,0,0.088885,0,0
9,WEDNESDAY,RESIDENCIAL,0.0900,2.62,31.11,2.7,25.0,1,0,0.209398,0,0
16,WEDNESDAY,RESIDENCIAL,0.1100,5.85,68.15,0.0,24.7,0,1,0.072618,0,0
13,SATURDAY,COMERCIAL,0.1200,1.37,18.56,9.0,19.4,3,0,0.944354,0,1
14,FRIDAY,RESIDENCIAL,0.0900,12.70,142.10,6.2,17.3,0,0,0.185563,0,0
18,MONDAY,COMERCIAL,0.1900,0.90,21.37,2.9,20.0,1,0,0.512118,0,0
12,TUESDAY,RESIDENCIAL,0.2500,7.03,74.45,0.0,20.5,0,1,0.117487,0,0
6,FRIDAY,COMERCIAL,0.1200,2.62,35.07,0.0,27.2,2,1,0.396464,0,0
17,TUESDAY,CONDOMINIO,0.0800,2.75,52.88,0.0,16.0,1,1,0.193141,0,1
18,THURSDAY,RESIDENCIAL,0.2200,7.15,82.69,0.0,20.1,1,1,0.399274,0,1
18,SATURDAY,RESIDENCIAL,0.1100,4.47,49.72,3.8,23.4,0,1,0.118118,0,0
8,THURSDAY,RESIDENCIAL,0.1900,2.06,37.73,25.0,23.5,0,1,0.169021,0,0
8,FRIDAY,RESIDENCIAL,0.0500,0.77,9.13,0.0,21.5,0,1,0.030347,0,0
20,MONDAY,COMERCIAL,0.0800,1.57,34.22,11.8,20.6,1,1,0.386779,0,0
7,SATURDAY,RESIDENCIAL,0.2800,2.81,49.30,0.0,26.6,0,1,0.088624,0,0
6,THURSDAY,COMERCIAL,0.0600,3.59,76.12,25.0,25.9,0,1,0.171822,0,1
16,WEDNESDAY,RESIDENCIAL,0.1500,6.60,49.47,0.0,18.5,1,0,0.285545,0,0
16,SUNDAY,RESIDENCIAL,0.1200,3.09,64.68,0.2,13.2,1,1,0.140514,0,0
8,SUNDAY,CONDOMINIO,0.1900,4.05,22.73,0.0,29.2,0,1,0.094163,0,0
13,WEDNESDAY,CONDOMINIO,0.1200,1.26,26.37,4.8,22.9,0,1,0.103491,0,0
14,TUESDAY,COMERCIAL,0.2500,2.81,51.66,16.5,23.1,0,0,0.361558,0,1
17,SATURDAY,COMERCIAL,0.0800,3.90,42.77,10.9,17.4,0,1,0.274299,0,0
18,WEDNESDAY,RESIDENCIAL,0.3100,1.20,11.75,0.0,20.3,1,1,0.382961,0,1
10,SUNDAY,RESIDENCIAL,0.2800,3.96,75.65,0.0,27.5,0,1,0.101707,0,0
15,MONDAY,RESIDENCIAL,0.1200,2.36,14.63,0.0,18.8,0,1,0.050860,0,1
13,WEDNESDAY,RESIDENCIAL,0.1100,1.39,50.97,0.0,18.0,0,1,0.054097,0,0
11,MONDAY,CONDOMINIO,0.2500,4.76,61.57,0.0,18.0,0,0,0.193923,0,1
5,SATURDAY,RESIDENCIAL,0.1900,1.51,16.87,0.5,27.9,1,1,0.248941,0,0
12,FRIDAY,CONDOMINIO,0.1900,4.00,77.75,0.0,20.1,0,0,0.209656,0,1
14,THURSDAY,CONDOMINIO,0.3100,0.52,18.08,0.0,21.6,0,1,0.155424,0,0
12,THURSDAY,RESIDENCIAL,0.2200,1.01,38.79,0.0,22.4,0,1,0.083816,0,0
20,THURSDAY,RESIDENCIAL,0.0900,4.55,67.90,2.9,21.2,0,0,0.189978,0,0
18,TUESDAY,RESIDENCIAL,0.1100,1.69,27.20,0.0,20.5,0,1,0.091210,0,0
21,FRIDAY,RESIDENCIAL,0.1500,6.81,71.46,3.0,23.7,0,1,0.163159,0,0
14,FRIDAY,CONDOMINIO,0.0500,2.50,45.46,14.5,20.3,0,1,0.124863,0,0
11,SATURDAY,RESIDENCIAL,0.0800,1.49,45.83,13.4,22.9,1,1,0.175313,0,0
17,MONDAY,RESIDENCIAL,0.0500,1.73,24.83,3.2,19.5,0,1,0.046379,0,1
12,SUNDAY,RESIDENCIAL,0.0900,2.65,57.98,0.0,18.8,0,1,0.048994,0,0
14,THURSDAY,RESIDENCIAL,0.2500,0.81,37.02,0.0,18.9,0,1,0.086775,0,0
20,WEDNESDAY,RURAL,0.1500,5.82,78.29,16.3,21.2,0,1,0.405201,0,0
14,WEDNESDAY,CONDOMINIO,0.2500,2.38,58.73,0.0,14.9,1,0,0.448291,0,1
16,THURSDAY,CONDOMINIO,0.0900,2.52,39.38,0.0,21.2,0,0,0.130621,0,0
15,THURSDAY,RURAL,0.1900,9.10,82.42,0.0,18.7,0,1,0.181114,0,0
12,SATURDAY,RESIDENCIAL,0.1100,3.74,28.28,0.2,21.9,1,0,0.221598,0,0
17,MONDAY,RESIDENCIAL,0.0800,2.29,27.41,0.0,19.0,0,1,0.045952,0,0
13,TUESDAY,COMERCIAL,0.1900,1.34,34.41,0.0,23.2,1,0,0.364738,0,0
17,FRIDAY,RURAL,0.3100,0.86,6.86,0.0,14.3,0,0,0.254442,0,0
20,TUESDAY,COMERCIAL,0.1900,5.39,93.34,25.0,26.8,0,0,0.617538,0,1
6,MONDAY,RESIDENCIAL,0.1200,1.76,39.95,0.0,32.7,0,1,0.056668,0,0
21,SUNDAY,COMERCIAL,0.2800,1.52,14.94,0.0,23.3,2,1,0.889315,0,1
6,SATURDAY,CONDOMINIO,0.1100,2.57,25.76,0.0,24.5,0,1,0.062814,0,0
6,TUESDAY,RESIDENCIAL,0.1100,2.49,21.11,0.0,30.0,3,1,0.583386,0,1
17,TUESDAY,COMERCIAL,0.0900,5.72,60.61,0.0,17.8,1,0,0.299735,0,1
15,SATURDAY,RESIDENCIAL,0.0600,3.38,71.61,0.0,15.6,0,0,0.073983,0,0
7,WEDNESDAY,CONDOMINIO,0.0800,3.40,40.38,0.0,29.4,0,1,0.072731,0,1
20,SUNDAY,RESIDENCIAL,0.1900,3.26,47.32,0.0,25.0,1,1,0.316648,0,1
23,FRIDAY,COMERCIAL,0.0800,3.31,61.51,3.1,23.9,0,0,0.192521,0,0
6,SUNDAY,RESIDENCIAL,0.0500,3.17,17.56,8.1,31.0,0,1,0.051368,0,0
10,MONDAY,RESIDENCIAL,0.0900,5.30,88.68,0.0,22.8,2,1,0.343716,0,1
11,TUESDAY,RESIDENCIAL,0.1200,2.39,47.48,0.0,21.9,0,0,0.080740,0,0
19,WEDNESDAY,RESIDENCIAL,0.0600,7.44,123.34,0.0,24.9,0,1,0.132086,0,0
8,SATURDAY,RESIDENCIAL,0.1900,2.03,11.66,0.0,27.4,3,1,0.611920,0,0
18,FRIDAY,CONDOMINIO,0.2200,1.88,16.54,0.0,18.2,1,0,0.539209,0,1
10,TUESDAY,RESIDENCIAL,0.2500,2.33,52.01,6.2,19.0,0,0,0.157797,0,0
15,TUESDAY,RESIDENCIAL,0.3100,1.58,13.16,19.7,16.2,0,1,0.204670,0,0
17,THURSDAY,RESIDENCIAL,0.2200,0.48,3.36,0.0,14.3,0,1,0.062470,0,0
12,SATURDAY,COMERCIAL,0.2200,2.72,51.69,0.0,17.1,0,1,0.288385,0,0
12,MONDAY,RESIDENCIAL,0.1500,9.55,139.27,7.8,20.3,0,1,0.148404,0,0
10,THURSDAY,RESIDENCIAL,0.1100,8.84,59.41,2.0,22.1,0,0,0.102536,0,0
12,SATURDAY,RESIDENCIAL,0.3100,0.58,21.47,0.0,17.0,2,1,0.470131,0,1
23,TUESDAY,CONDOMINIO,0.0800,1.71,56.08,0.0,26.8,0,1,0.121646,0,0
13,THURSDAY,CONDOMINIO,0.1500,3.58,51.94,11.6,19.9,0,1,0.163455,0,0
17,WEDNESDAY,RESIDENCIAL,0.1500,2.43,56.80,25.0,12.0,0,1,0.161508,0,0
11,TUESDAY,CONDOMINIO,0.1100,1.42,39.93,0.0,21.0,1,0,0.269969,0,0
9,THURSDAY,RESIDENCIAL,0.0800,0.92,30.71,0.0,19.5,0,1,0.035772,0,0
17,WEDNESDAY,RESIDENCIAL,0.1900,4.99,88.64,0.0,20.8,1,0,0.355559,0,1
19,FRIDAY,RESIDENCIAL,0.3100,7.78,66.08,0.0,17.8,1,1,0.463769,0,0
21,SUNDAY,CONDOMINIO,0.1500,0.61,28.56,0.0,24.7,1,1,0.348302,0,0
10,MONDAY,COMERCIAL,0.1900,2.90,48.89,0.0,23.3,0,1,0.086595,0,0
11,MONDAY,RESIDENCIAL,0.0600,2.85,22.57,9.2,19.0,0,0,0.082832,0,0
19,SUNDAY,RESIDENCIAL,0.0600,2.32,61.60,0.0,21.1,2,1,0.441864,0,1
9,WEDNESDAY,COMERCIAL,0.0600,0.79,26.47,0.0,21.2,1,0,0.196176,0,0
18,SUNDAY,RESIDENCIAL,0.0900,0.98,12.45,0.0,17.6,0,0,0.112675,0,0
7,THURSDAY,RESIDENCIAL,0.3100,2.77,59.90,5.0,29.9,1,0,0.468006,0,0
16,SUNDAY,RESIDENCIAL,0.3100,17.63,135.09,0.0,20.9,0,1,0.204096,0,0
16,TUESDAY,COMERCIAL,0.1900,3.54,134.50,0.0,18.4,0,0,0.214923,0,0
11,TUESDAY,CONDOMINIO,0.2200,9.28,141.01,4.2,23.6,1,0,0.571271,0,1
8,TUESDAY,CONDOMINIO,0.0800,3.23,9.37,2.1,28.7,0,1,0.069573,0,0
3,FRIDAY,RESIDENCIAL,0.1100,4.46,33.23,4.6,30.4,1,1,0.278768,0,1
13,TUESDAY,COMERCIAL,0.0600,5.39,23.52,1.6,18.8,0,1,0.063974,0,0
10,WEDNESDAY,RESIDENCIAL,0.0600,1.30,45.40,2.8,18.6,0,1,0.039245,0,0
11,TUESDAY,CONDOMINIO,0.2500,2.20,33.64,0.0,23.7,0,1,0.115430,0,0
9,SATURDAY,RESIDENCIAL,0.1900,0.81,29.66,2.4,21.9,1,0,0.239557,0,1
10,MONDAY,CONDOMINIO,0.2800,2.90,42.51,0.0,20.8,1,0,0.432549,0,0
16,TUESDAY,RESIDENCIAL,0.1100,8.26,80.93,4.5,22.3,0,0,0.150424,0,0
14,MONDAY,RESIDENCIAL,0.0600,1.89,64.83,0.0,15.7,1,1,0.125710,0,0
11,MONDAY,RESIDENCIAL,0.1100,2.70,31.31,0.0,23.4,0,1,0.045249,0,0
7,FRIDAY,RESIDENCIAL,0.1200,2.49,20.00,0.0,22.9,1,1,0.122416,0,0
16,FRIDAY,RESIDENCIAL,0.0500,1.83,34.33,0.0,18.3,1,0,0.182287,0,0
15,SATURDAY,COMERCIAL,0.0500,3.66,33.48,2.3,22.0,0,1,0.192930,0,0
18,FRIDAY,CONDOMINIO,0.1500,13.66,141.51,0.0,24.7,2,1,0.794381,0,1
17,SATURDAY,RESIDENCIAL,0.1200,2.06,20.82,0.0,21.6,0,0,0.082927,1,1
8,SATURDAY,COMERCIAL,0.1100,5.10,99.64,0.0,30.0,0,1,0.252761,0,0
18,TUESDAY,RESIDENCIAL,0.2800,6.80,75.61,0.0,20.7,0,0,0.322226,0,1
7,TUESDAY,RESIDENCIAL,0.2500,4.49,18.42,0.0,31.4,1,0,0.334908,0,0
17,THURSDAY,RESIDENCIAL,0.2200,7.48,38.59,0.0,19.3,0,0,0.148978,0,0
10,SATURDAY,RESIDENCIAL,0.2800,7.09,41.99,0.0,27.9,0,0,0.157521,0,1
6,FRIDAY,COMERCIAL,0.0900,1.02,14.27,0.0,30.3,0,1,0.057247,0,0
19,THURSDAY,CONDOMINIO,0.2800,4.12,68.47,0.3,23.9,0,0,0.422719,0,1
6,THURSDAY,RESIDENCIAL,0.2200,0.87,8.47,11.3,23.8,2,0,0.627178,0,1
10,THURSDAY,COMERCIAL,0.2200,5.90,44.98,6.2,23.5,1,0,0.439404,0,1
10,FRIDAY,COMERCIAL,0.2800,4.45,23.85,0.0,26.3,0,0,0.190410,0,0
14,TUESDAY,COMERCIAL,0.1900,2.11,20.09,0.0,18.3,0,1,0.087793,0,0
10,SUNDAY,COMERCIAL,0.0800,1.13,15.33,3.3,20.5,2,1,0.626696,0,1
14,TUESDAY,RESIDENCIAL,0.2200,0.99,12.46,2.3,17.8,0,1,0.076852,0,0
13,MONDAY,COMERCIAL,0.0900,5.71,16.11,0.0,23.1,0,0,0.117035,0,0
9,TUESDAY,COMERCIAL,0.0500,5.90,109.23,23.7,26.4,0,0,0.284738,0,0
7,SATURDAY,RESIDENCIAL,0.3100,1.85,30.21,0.0,25.4,1,1,0.225323,0,0
8,SUNDAY,CONDOMINIO,0.2200,2.60,35.25,0.0,25.2,0,0,0.159762,0,1
8,FRIDAY,COMERCIAL,0.1200,2.84,55.85,0.0,23.0,0,1,0.068141,0,0
16,SATURDAY,RESIDENCIAL,0.0600,0.69,29.59,0.0,18.3,0,1,0.037027,0,0
7,SUNDAY,RURAL,0.2200,1.21,13.16,0.0,25.1,0,1,0.110552,0,0
11,TUESDAY,COMERCIAL,0.2800,5.50,67.26,0.0,17.8,1,0,0.421295,0,1
17,SATURDAY,CONDOMINIO,0.1900,0.50,13.11,0.5,17.8,0,1,0.087340,0,0
13,MONDAY,COMERCIAL,0.1500,0.43,7.67,0.0,18.5,0,1,0.069878,0,0
19,TUESDAY,CONDOMINIO,0.0600,2.16,56.21,9.7,20.6,0,1,0.185026,0,1
8,FRIDAY,RESIDENCIAL,0.0500,19.14,92.68,3.7,24.0,0,1,0.079126,0,0
6,TUESDAY,RESIDENCIAL,0.1200,6.93,71.17,0.0,29.8,0,0,0.112439,0,0
12,TUESDAY,RESIDENCIAL,0.1200,0.92,33.06,0.0,17.3,0,1,0.051234,0,0
10,FRIDAY,RESIDENCIAL,0.1500,2.05,23.55,0.0,21.7,0,1,0.048774,0,0
6,MONDAY,CONDOMINIO,0.0600,26.47,154.02,1.6,25.7,0,0,0.259961,0,0
8,WEDNESDAY,CONDOMINIO,0.1900,2.23,74.43,3.6,28.7,0,0,0.214076,0,0
17,THURSDAY,CONDOMINIO,0.0900,1.34,27.03,0.0,15.1,1,0,0.269654,0,0
6,SATURDAY,COMERCIAL,0.0600,3.78,23.62,5.5,25.3,3,1,0.862057,0,0
11,SUNDAY,COMERCIAL,0.1200,6.49,124.96,1.3,23.3,0,1,0.272216,1,1
6,THURSDAY,RESIDENCIAL,0.2800,1.24,18.99,0.0,30.1,0,0,0.145413,0,0
20,TUESDAY,COMERCIAL,0.0600,2.51,74.70,0.0,25.0,0,1,0.130284,0,0
18,THURSDAY,RESIDENCIAL,0.1500,2.09,55.72,6.3,22.2,0,1,0.154809,0,0
10,TUESDAY,RESIDENCIAL,0.0600,0.64,8.85,0.0,16.8,0,0,0.048679,0,1
17,MONDAY,COMERCIAL,0.0800,1.90,35.47,0.0,19.7,0,0,0.104647,0,1
14,FRIDAY,RESIDENCIAL,0.0800,5.23,110.92,0.0,22.2,2,1,0.410580,0,1
8,FRIDAY,RESIDENCIAL,0.2800,2.23,45.42,1.6,25.3,0,1,0.098450,0,0
7,SATURDAY,CONDOMINIO,0.0600,3.29,68.88,0.0,24.9,0,1,0.062724,0,0
12,TUESDAY,RESIDENCIAL,0.0800,10.13,56.71,4.7,19.2,0,0,0.124073,0,0
11,THURSDAY,CONDOMINIO,0.2500,0.78,14.43,0.0,18.4,1,1,0.239617,0,0
20,SUNDAY,CONDOMINIO,0.2800,0.88,45.14,6.8,18.2,0,0,0.399526,0,0
23,MONDAY,CONDOMINIO,0.0600,1.23,21.50,8.3,21.3,2,1,0.563714,0,0
14,THURSDAY,RESIDENCIAL,0.0600,4.43,68.67,0.0,17.9,0,1,0.051341,0,0
11,SATURDAY,COMERCIAL,0.2500,3.40,64.75,0.0,23.6,0,1,0.302800,0,0
7,TUESDAY,COMERCIAL,0.0900,1.50,11.48,5.7,27.7,0,1,0.069391,0,0
6,WEDNESDAY,CONDOMINIO,0.0600,11.14,118.68,0.0,27.5,0,1,0.103699,0,0
9,THURSDAY,CONDOMINIO,0.2200,0.96,6.86,9.9,25.1,0,1,0.139307,0,0
15,THURSDAY,RESIDENCIAL,0.1200,0.44,16.69,0.0,14.4,3,0,0.689067,0,1
15,FRIDAY,RESIDENCIAL,0.0500,4.41,35.05,0.0,20.9,0,1,0.046021,0,0
19,MONDAY,RESIDENCIAL,0.2800,4.20,40.04,25.0,21.4,0,1,0.410514,0,0
8,THURSDAY,RESIDENCIAL,0.1200,2.38,24.31,0.0,24.7,0,0,0.078041,0,1
15,SATURDAY,RESIDENCIAL,0.1900,2.12,14.75,0.0,19.0,0,1,0.060200,0,0
16,FRIDAY,RESIDENCIAL,0.3100,5.12,46.30,0.0,18.7,1,0,0.419994,0,0
10,SUNDAY,RESIDENCIAL,0.0500,1.30,49.33,3.7,28.0,0,1,0.043369,0,0
16,SATURDAY,RURAL,0.2500,4.75,24.04,0.0,15.8,0,1,0.145656,0,0
7,WEDNESDAY,RESIDENCIAL,0.2800,1.11,22.66,0.0,22.2,3,0,0.799375,0,1
19,TUESDAY,COMERCIAL,0.2500,5.12,125.33,0.0,16.7,0,0,0.380676,0,0
15,SUNDAY,RURAL,0.2200,1.83,22.53,0.0,17.9,1,0,0.431403,0,0
17,TUESDAY,RESIDENCIAL,0.0900,5.05,64.36,0.0,22.0,0,1,0.062018,0,1
19,FRIDAY,RESIDENCIAL,0.0800,16.56,207.63,0.0,18.6,1,0,0.571144,0,1
18,WEDNESDAY,RESIDENCIAL,0.3100,1.21,30.15,0.0,19.4,0,1,0.179292,0,0
17,WEDNESDAY,RESIDENCIAL,0.0800,2.26,38.66,0.0,21.0,0,0,0.083260,0,0
10,THURSDAY,RESIDENCIAL,0.0500,1.35,49.92,0.0,24.1,2,1,0.262199,0,0
7,FRIDAY,CONDOMINIO,0.1900,1.16,32.51,0.0,25.1,0,1,0.092881,0,0
10,TUESDAY,RESIDENCIAL,0.3100,2.66,42.42,0.0,21.6,0,0,0.155537,0,0
11,WEDNESDAY,CONDOMINIO,0.1900,1.76,38.11,0.0,17.0,2,0,0.585754,0,0
20,FRIDAY,COMERCIAL,0.2200,5.89,64.26,8.7,26.7,1,1,0.576834,0,1
21,TUESDAY,RESIDENCIAL,0.0900,2.47,25.56,0.0,24.6,1,1,0.234332,0,0
14,FRIDAY,CONDOMINIO,0.0600,3.47,45.05,0.0,19.6,0,1,0.072356,0,0
20,THURSDAY,RESIDENCIAL,0.1900,3.50,33.87,0.0,17.7,0,1,0.123141,0,0
10,MONDAY,RESIDENCIAL,0.1200,2.17,61.58,0.0,27.0,0,0,0.092841,0,0
20,TUESDAY,RURAL,0.3100,6.23,44.05,0.0,20.1,3,0,0.961726,0,1
7,SATURDAY,COMERCIAL,0.1100,2.22,38.99,0.0,21.6,0,0,0.265702,0,0
21,SATURDAY,RESIDENCIAL,0.0800,1.85,19.57,6.6,21.1,0,0,0.156241,0,1
1,WEDNESDAY,RESIDENCIAL,0.1200,3.42,68.48,0.0,36.0,0,1,0.120196,0,0
17,SATURDAY,COMERCIAL,0.2200,1.99,36.51,2.6,24.9,0,0,0.460281,0,1
21,SATURDAY,RESIDENCIAL,0.1500,2.14,14.23,0.0,20.8,0,0,0.151411,0,1
11,MONDAY,RESIDENCIAL,0.1100,4.21,76.08,0.0,19.4,1,1,0.140345,0,0
14,SATURDAY,COMERCIAL,0.1500,1.30,33.40,0.0,13.5,0,1,0.203607,0,0
16,SATURDAY,COMERCIAL,0.2200,4.57,81.64,1.8,18.1,0,1,0.346108,0,0
8,TUESDAY,RESIDENCIAL,0.2200,1.04,24.15,0.0,26.1,1,0,0.273805,0,0
7,TUESDAY,RESIDENCIAL,0.2200,2.49,55.88,0.0,27.0,3,1,0.701776,0,0
7,WEDNESDAY,RESIDENCIAL,0.3100,2.81,47.75,0.0,27.2,1,0,0.388232,0,0
17,WEDNESDAY,COMERCIAL,0.2500,2.71,27.69,0.0,23.8,2,1,0.563286,0,0
15,MONDAY,RESIDENCIAL,0.1500,5.82,75.29,2.3,13.1,0,1,0.076715,0,0
